# op	level	name	count
return Func arch/x86/net/bpf_jit_comp.c:bpf_int_jit_compile 147
return Func arch/x86/net/bpf_jit_comp.c:bpf_jit_compile 147
return Func arch/x86/net/bpf_jit_comp.c:bpf_jit_free 142
return Func arch/x86/pci/common.c:pci_read 126720
return Func arch/x86/pci/common.c:raw_pci_read 126720
return Func arch/x86/pci/direct.c:pci_conf1_read 126720
return Func blk-cgroup.h:blkg_rwstat_read 0
return Func block/bio-integrity.c:bio_integrity_enabled 56885412
return Func block/bio.c:__bio_clone_fast 1084679
return Func block/bio.c:__bio_free 31683079
return Func block/bio.c:bio_add_page 999937306
return Func block/bio.c:bio_add_pc_page 663443
return Func block/bio.c:bio_advance 32054578
return Func block/bio.c:bio_alloc_bioset 57221175
return Func block/bio.c:bio_chain 1084679
return Func block/bio.c:bio_check_pages_dirty 46818
return Func block/bio.c:bio_clone_blkcg_association 1084679
return Func block/bio.c:bio_clone_fast 1084679
return Func block/bio.c:bio_copy_kern 663443
return Func block/bio.c:bio_copy_kern_endio 663355
return Func block/bio.c:bio_copy_kern_endio_read 663355
return Func block/bio.c:bio_disassociate_task 31683079
return Func block/bio.c:bio_endio 29972675
return Func block/bio.c:bio_free 31683079
return Func block/bio.c:bio_init 327680
return Func block/bio.c:bio_iov_iter_get_pages 327680
return Func block/bio.c:bio_phys_segments 0
return Func block/bio.c:bio_put 31683079
return Func block/bio.c:bio_set_pages_dirty 316965
return Func block/bio.c:bio_split 1084679
return Func block/bio.c:bvec_alloc 15603587
return Func block/bio.c:bvec_free 31019724
return Func block/bio.c:submit_bio_wait 920180
return Func block/bio.c:submit_bio_wait_endio 729819
return Func block/blk-cgroup.c:__blkg_release_rcu 29
return Func block/blk-cgroup.c:blkcg_can_attach 3231
return Func block/blk-cgroup.c:blkcg_css_alloc 35
return Func block/blk-cgroup.c:blkcg_css_free 30
return Func block/blk-cgroup.c:blkcg_css_offline 30
return Func block/blk-cgroup.c:blkcg_policy_enabled 5056
return Func block/blk-cgroup.c:blkg_alloc 2528
return Func block/blk-cgroup.c:blkg_create 2528
return Func block/blk-cgroup.c:blkg_destroy 29
return Func block/blk-cgroup.c:blkg_free 29
return Func block/blk-cgroup.c:blkg_lookup_create 1662
return Func block/blk-cgroup.c:blkg_lookup_slowpath 23175213
return Func block/blk-core.c:__blk_put_request 663442
return Func block/blk-core.c:__blk_run_queue 1326798
return Func block/blk-core.c:__freed_request 663442
return Func block/blk-core.c:alloc_request_struct 673555
return Func block/blk-core.c:bio_attempt_back_merge 30278194
return Func block/blk-core.c:bio_attempt_front_merge 7239
return Func block/blk-core.c:blk_account_io_completion 20424539
return Func block/blk-core.c:blk_account_io_done 22825633
return Func block/blk-core.c:blk_account_io_start 56885424
return Func block/blk-core.c:blk_attempt_plug_merge 46287990
return Func block/blk-core.c:blk_dequeue_request 663443
return Func block/blk-core.c:blk_exit_rl 29
return Func block/blk-core.c:blk_finish_plug 23148000
return Func block/blk-core.c:blk_finish_request 663355
return Func block/blk-core.c:blk_flush_plug_list 26674899
return Func block/blk-core.c:blk_get_backing_dev_info 81881953
return Func block/blk-core.c:blk_get_request 663443
return Func block/blk-core.c:blk_init_rl 2528
return Func block/blk-core.c:blk_peek_request 1990241
return Func block/blk-core.c:blk_plug_queued_count 10597422
return Func block/blk-core.c:blk_put_request 663442
return Func block/blk-core.c:blk_queue_enter 57102001
return Func block/blk-core.c:blk_queue_exit 19155187
return Func block/blk-core.c:blk_queue_usage_counter_release 35445
return Func block/blk-core.c:blk_rq_bio_prep 28392616
return Func block/blk-core.c:blk_rq_init 3993445
return Func block/blk-core.c:blk_rq_set_block_pc 663443
return Func block/blk-core.c:blk_rq_timed_out_timer 99872
return Func block/blk-core.c:blk_run_queue 663355
return Func block/blk-core.c:blk_start_plug 23147963
return Func block/blk-core.c:blk_start_request 663443
return Func block/blk-core.c:blk_update_request 22825633
return Func block/blk-core.c:free_request_struct 663558
return Func block/blk-core.c:freed_request 663442
return Func block/blk-core.c:generic_make_request 56885412
return Func block/blk-core.c:generic_make_request_checks 56885412
return Func block/blk-core.c:get_request 663443
return Func block/blk-core.c:init_request_from_bio 27729173
return Func block/blk-core.c:kblockd_schedule_delayed_work 4166929
return Func block/blk-core.c:kblockd_schedule_work_on 3831142
return Func block/blk-core.c:part_round_stats 46499333
return Func block/blk-core.c:submit_bio 55800733
return Func block/blk-exec.c:blk_end_sync_rq 663355
return Func block/blk-exec.c:blk_execute_rq 663443
return Func block/blk-exec.c:blk_execute_rq_nowait 663443
return Func block/blk-flush.c:blk_flush_complete_seq 5763832
return Func block/blk-flush.c:blk_flush_queue_rq 4166929
return Func block/blk-flush.c:blk_insert_flush 2358378
return Func block/blk-flush.c:blkdev_issue_flush 915672
return Func block/blk-flush.c:flush_end_io 2401094
return Func block/blk-flush.c:mq_flush_data_end_io 997224
return Func block/blk-integrity.c:blk_integrity_merge_bio 84556712
return Func block/blk-ioc.c:create_task_io_context 413370
return Func block/blk-ioc.c:exit_io_context 413346
return Func block/blk-ioc.c:get_io_context 663443
return Func block/blk-ioc.c:get_task_io_context 22566
return Func block/blk-ioc.c:icq_free_icq_rcu 2994
return Func block/blk-ioc.c:ioc_create_icq 3072
return Func block/blk-ioc.c:ioc_destroy_icq 2997
return Func block/blk-ioc.c:ioc_lookup_icq 1326886
return Func block/blk-ioc.c:ioc_release_fn 2997
return Func block/blk-ioc.c:put_io_context 1099354
return Func block/blk-ioc.c:put_io_context_active 413346
return Func block/blk-lib.c:__blkdev_issue_discard 4508
return Func block/blk-lib.c:blkdev_issue_discard 4508
return Func block/blk-lib.c:blkdev_issue_zeroout 38
return Func block/blk-lib.c:next_bio 4508
return Func block/blk-map.c:blk_rq_append_bio 663443
return Func block/blk-map.c:blk_rq_map_kern 663443
return Func block/blk-merge.c:__blk_recalc_rq_segments 663443
return Func block/blk-merge.c:blk_queue_split 56885412
return Func block/blk-merge.c:blk_recount_segments 663443
return Func block/blk-merge.c:blk_rq_map_sg 22974194
return Func block/blk-merge.c:blk_rq_merge_ok 56430285
return Func block/blk-merge.c:blk_try_merge 55400461
return Func block/blk-merge.c:ll_back_merge_fn 30278194
return Func block/blk-merge.c:ll_front_merge_fn 7239
return Func block/blk-mq-tag.c:__bt_get 27729182
return Func block/blk-mq-tag.c:blk_mq_get_tag 27729173
return Func block/blk-mq-tag.c:blk_mq_put_tag 18763960
return Func block/blk-mq-tag.c:blk_mq_queue_tag_busy_iter 174638
return Func block/blk-mq-tag.c:bt_get 27729173
return Func block/blk-mq-tag.c:bt_iter 92185
return Func block/blk-mq.c:__blk_mq_alloc_request 27729173
return Func block/blk-mq.c:__blk_mq_complete_request 20584308
return Func block/blk-mq.c:__blk_mq_free_request 18763960
return Func block/blk-mq.c:__blk_mq_run_hw_queue 22402000
return Func block/blk-mq.c:blk_freeze_queue 35451
return Func block/blk-mq.c:blk_mq_add_to_requeue_list 4166929
return Func block/blk-mq.c:blk_mq_check_expired 92185
return Func block/blk-mq.c:blk_mq_complete_request 20584308
return Func block/blk-mq.c:blk_mq_dispatch_rq_list 22402000
return Func block/blk-mq.c:blk_mq_end_request 22162278
return Func block/blk-mq.c:blk_mq_flush_plug_list 13828897
return Func block/blk-mq.c:blk_mq_free_hctx_request 18763960
return Func block/blk-mq.c:blk_mq_free_request 18763960
return Func block/blk-mq.c:blk_mq_freeze_queue 35451
return Func block/blk-mq.c:blk_mq_freeze_queue_start 35451
return Func block/blk-mq.c:blk_mq_freeze_queue_wait 35451
return Func block/blk-mq.c:blk_mq_hctx_mark_pending 20062135
return Func block/blk-mq.c:blk_mq_insert_request 5226755
return Func block/blk-mq.c:blk_mq_insert_requests 13828897
return Func block/blk-mq.c:blk_mq_map_request 27729173
return Func block/blk-mq.c:blk_mq_process_rq_list 22402000
return Func block/blk-mq.c:blk_mq_requeue_work 5226711
return Func block/blk-mq.c:blk_mq_run_hw_queue 22420472
return Func block/blk-mq.c:blk_mq_run_hw_queues 5262162
return Func block/blk-mq.c:blk_mq_run_work_fn 3812670
return Func block/blk-mq.c:blk_mq_start_request 30597646
return Func block/blk-mq.c:blk_mq_start_stopped_hw_queues 10583872
return Func block/blk-mq.c:blk_mq_timeout_work 174645
return Func block/blk-mq.c:blk_mq_unfreeze_queue 35451
return Func block/blk-mq.c:blk_sq_make_request 56885412
return Func block/blk-mq.c:plug_ctx_cmp 22219551
return Func block/blk-settings.c:blk_queue_max_discard_sectors 1529
return Func block/blk-settings.c:blk_queue_write_cache 1529
return Func block/blk-softirq.c:__blk_complete_request 663443
return Func block/blk-softirq.c:blk_complete_request 663443
return Func block/blk-softirq.c:blk_done_softirq 663355
return Func block/blk-stat.c:blk_queue_stat_get 930359
return Func block/blk-stat.c:blk_stat_add 20584308
return Func block/blk-stat.c:blk_stat_clear 135217
return Func block/blk-stat.c:blk_stat_is_current 370493
return Func block/blk-stat.c:blk_stat_set_issue_time 30597646
return Func block/blk-stat.c:blk_stat_sum 1190723
return Func block/blk-tag.c:blk_queue_end_tag 663355
return Func block/blk-tag.c:blk_queue_start_tag 663443
return Func block/blk-throttle.c:blk_throtl_bio 56885412
return Func block/blk-throttle.c:tg_update_has_rules 2528
return Func block/blk-throttle.c:throtl_pd_alloc 2528
return Func block/blk-throttle.c:throtl_pd_free 29
return Func block/blk-throttle.c:throtl_pd_init 2528
return Func block/blk-throttle.c:throtl_pd_online 2528
return Func block/blk-timeout.c:blk_add_timer 31261089
return Func block/blk-timeout.c:blk_delete_timer 663355
return Func block/blk-timeout.c:blk_rq_timeout 14491
return Func block/blk-timeout.c:blk_timeout_work 216589
return Func block/blk-wbt.c:__wbt_done 12877840
return Func block/blk-wbt.c:calc_wb_limits 135217
return Func block/blk-wbt.c:rwb_arm_timer 1136808
return Func block/blk-wbt.c:rwb_trace_step 135217
return Func block/blk-wbt.c:rwb_wake_all 72434
return Func block/blk-wbt.c:scale_down 62808
return Func block/blk-wbt.c:scale_up 72434
return Func block/blk-wbt.c:wb_timer_fn 930359
return Func block/blk-wbt.c:wbt_done 23489075
return Func block/blk-wbt.c:wbt_issue 30597646
return Func block/blk-wbt.c:wbt_set_write_cache 1529
return Func block/blk-wbt.c:wbt_wait 27729161
return Func block/bounce.c:blk_queue_bounce 57548855
return Func block/cfq-iosched.c:__cfq_set_weight 39
return Func block/cfq-iosched.c:cfq_cpd_alloc 35
return Func block/cfq-iosched.c:cfq_cpd_free 30
return Func block/cfq-iosched.c:cfq_cpd_init 35
return Func block/cfq-iosched.c:cfq_dispatch_requests 1326798
return Func block/cfq-iosched.c:cfq_exit_cfqq 2997
return Func block/cfq-iosched.c:cfq_exit_icq 2997
return Func block/cfq-iosched.c:cfq_get_queue 3072
return Func block/cfq-iosched.c:cfq_init_icq 3072
return Func block/cfq-iosched.c:cfq_init_prio_data 663443
return Func block/cfq-iosched.c:cfq_may_queue 663443
return Func block/cfq-iosched.c:cfq_put_cooperator 2997
return Func block/cfq-iosched.c:cfq_put_queue 666439
return Func block/cfq-iosched.c:cfq_put_request 663442
return Func block/cfq-iosched.c:cfq_set_request 663443
return Func block/cfq-iosched.c:cfq_set_weight 39
return Func block/cfq-iosched.c:check_blkcg_changed 663443
return Func block/elevator.c:__elv_add_request 663443
return Func block/elevator.c:elv_completed_request 663442
return Func block/elevator.c:elv_may_queue 663443
return Func block/elevator.c:elv_put_request 663442
return Func block/elevator.c:elv_set_request 663443
return Func block/genhd.c:bdev_read_only 5411458
return Func block/genhd.c:blkdev_show 56100
return Func block/genhd.c:block_devnode 49475
return Func block/genhd.c:disk_block_events 53094
return Func block/genhd.c:disk_check_events 663443
return Func block/genhd.c:disk_events_poll_jiffies 663442
return Func block/genhd.c:disk_events_workfn 663443
return Func block/genhd.c:disk_flush_events 53094
return Func block/genhd.c:disk_get_part 33962
return Func block/genhd.c:disk_map_sector_rcu 27729173
return Func block/genhd.c:disk_part_iter_next 20760
return Func block/genhd.c:disk_seqf_next 11260
return Func block/genhd.c:disk_seqf_start 500
return Func block/genhd.c:disk_seqf_stop 500
return Func block/genhd.c:disk_unblock_events 53094
return Func block/genhd.c:diskstats_open 220
return Func block/genhd.c:diskstats_show 5540
return Func block/genhd.c:exact_lock 60294
return Func block/genhd.c:exact_match 60294
return Func block/genhd.c:get_disk 60294
return Func block/genhd.c:get_gendisk 60294
return Func block/genhd.c:partitions_open 220
return Func block/genhd.c:put_disk 60294
return Func block/genhd.c:set_device_ro 1569
return Func block/genhd.c:show_partition 5940
return Func block/genhd.c:show_partition_start 240
return Func block/ioctl.c:__blkdev_reread_part 4330
return Func block/ioctl.c:blk_ioctl_discard 4470
return Func block/ioctl.c:blkdev_ioctl 75754
return Func block/ioctl.c:blkdev_reread_part 4330
return Func block/ioprio.c:SyS_ioprio_set 1026
return Func block/ioprio.c:ioprio_best 29156251
return Func block/ioprio.c:set_task_ioprio 1901
return Func block/partition-generic.c:bdevname 875
return Func block/partition-generic.c:disk_name 11915
return Func block/partition-generic.c:part_uevent 475151
return Func crypto/ablkcipher.c:crypto_ablkcipher_show 100
return Func crypto/aead.c:crypto_aead_show 40
return Func crypto/ahash.c:crypto_ahash_show 20
return Func crypto/akcipher.c:akcipher_register_instance 20
return Func crypto/akcipher.c:crypto_akcipher_exit_tfm 40
return Func crypto/akcipher.c:crypto_akcipher_init_tfm 40
return Func crypto/akcipher.c:crypto_akcipher_show 240
return Func crypto/akcipher.c:crypto_alloc_akcipher 20
return Func crypto/akcipher.c:crypto_grab_akcipher 20
return Func crypto/algapi.c:__crypto_lookup_template 20
return Func crypto/algapi.c:__crypto_register_alg 20
return Func crypto/algapi.c:crypto_alg_extsize 970
return Func crypto/algapi.c:crypto_alg_tested 20
return Func crypto/algapi.c:crypto_attr_alg_name 40
return Func crypto/algapi.c:crypto_check_alg 20
return Func crypto/algapi.c:crypto_get_attr_type 20
return Func crypto/algapi.c:crypto_grab_spawn 20
return Func crypto/algapi.c:crypto_init_spawn 20
return Func crypto/algapi.c:crypto_lookup_template 20
return Func crypto/algapi.c:crypto_register_instance 20
return Func crypto/algapi.c:crypto_remove_final 20
return Func crypto/algapi.c:crypto_spawn_alg 20
return Func crypto/algapi.c:crypto_spawn_tfm2 20
return Func crypto/algapi.c:crypto_wait_for_test 20
return Func crypto/algboss.c:cryptomgr_notify 40
return Func crypto/algboss.c:cryptomgr_probe 0
return Func crypto/algboss.c:cryptomgr_test 0
return Func crypto/api.c:__crypto_alg_lookup 1010
return Func crypto/api.c:crypto_alg_lookup 990
return Func crypto/api.c:crypto_alg_mod_lookup 970
return Func crypto/api.c:crypto_alloc_tfm 950
return Func crypto/api.c:crypto_create_tfm 970
return Func crypto/api.c:crypto_destroy_tfm 970
return Func crypto/api.c:crypto_find_alg 20
return Func crypto/api.c:crypto_larval_alloc 40
return Func crypto/api.c:crypto_larval_destroy 40
return Func crypto/api.c:crypto_larval_kill 40
return Func crypto/api.c:crypto_larval_lookup 970
return Func crypto/api.c:crypto_larval_wait 20
return Func crypto/api.c:crypto_mod_get 80
return Func crypto/api.c:crypto_mod_put 1980
return Func crypto/api.c:crypto_probing_notify 40
return Func crypto/asymmetric_keys/asymmetric_type.c:asymmetric_key_describe 220
return Func crypto/asymmetric_keys/asymmetric_type.c:asymmetric_key_free_kids 40
return Func crypto/asymmetric_keys/asymmetric_type.c:asymmetric_key_free_preparse 40
return Func crypto/asymmetric_keys/asymmetric_type.c:asymmetric_key_generate_id 60
return Func crypto/asymmetric_keys/asymmetric_type.c:asymmetric_key_id_same 60
return Func crypto/asymmetric_keys/asymmetric_type.c:asymmetric_key_preparse 38
return Func crypto/asymmetric_keys/public_key.c:public_key_describe 220
return Func crypto/asymmetric_keys/public_key.c:public_key_free 20
return Func crypto/asymmetric_keys/public_key.c:public_key_verify_signature 20
return Func crypto/asymmetric_keys/signature.c:public_key_signature_free 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_akid_note_kid 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_cert_parse 38
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_decode_time 40
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_extract_key_data 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_extract_name_segment 120
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_fabricate_name 40
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_free_certificate 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_note_OID 240
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_note_issuer 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_note_not_after 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_note_not_before 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_note_pkey_algo 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_note_serial 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_note_signature 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_note_subject 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_note_tbs_certificate 20
return Func crypto/asymmetric_keys/x509_cert_parser.c:x509_process_extension 60
return Func crypto/asymmetric_keys/x509_public_key.c:x509_check_for_self_signed 20
return Func crypto/asymmetric_keys/x509_public_key.c:x509_get_sig_params 20
return Func crypto/asymmetric_keys/x509_public_key.c:x509_key_preparse 38
return Func crypto/blkcipher.c:crypto_blkcipher_show 440
return Func crypto/proc.c:c_next 1860
return Func crypto/proc.c:c_show 2420
return Func crypto/proc.c:c_start 600
return Func crypto/proc.c:c_stop 600
return Func crypto/proc.c:crypto_info_open 220
return Func crypto/rng.c:crypto_rng_show 460
return Func crypto/rsa-pkcs1pad.c:pkcs1pad_create 20
return Func crypto/rsa-pkcs1pad.c:pkcs1pad_exit_tfm 20
return Func crypto/rsa-pkcs1pad.c:pkcs1pad_get_max_size 20
return Func crypto/rsa-pkcs1pad.c:pkcs1pad_init_tfm 20
return Func crypto/rsa-pkcs1pad.c:pkcs1pad_set_priv_key 20
return Func crypto/rsa-pkcs1pad.c:pkcs1pad_set_pub_key 20
return Func crypto/rsa-pkcs1pad.c:pkcs1pad_sg_set_buf 20
return Func crypto/rsa-pkcs1pad.c:pkcs1pad_verify 20
return Func crypto/rsa-pkcs1pad.c:pkcs1pad_verify_complete 20
return Func crypto/rsa.c:_rsa_sign 20
return Func crypto/rsa.c:rsa_exit_tfm 20
return Func crypto/rsa.c:rsa_free_mpi_key 40
return Func crypto/rsa.c:rsa_max_size 20
return Func crypto/rsa.c:rsa_set_pub_key 20
return Func crypto/rsa.c:rsa_verify 20
return Func crypto/rsa_helper.c:rsa_get_e 20
return Func crypto/rsa_helper.c:rsa_get_n 20
return Func crypto/rsa_helper.c:rsa_parse_pub_key 20
return Func crypto/scompress.c:crypto_scomp_show 20
return Func crypto/sha256_generic.c:crypto_sha256_finup 20
return Func crypto/sha256_generic.c:sha256_final 20
return Func crypto/sha256_generic.c:sha256_generic_block_fn 40
return Func crypto/sha256_generic.c:sha256_transform 140
return Func crypto/shash.c:crypto_alloc_shash 930
return Func crypto/shash.c:crypto_shash_finup 20
return Func crypto/shash.c:crypto_shash_init_tfm 930
return Func crypto/shash.c:crypto_shash_show 360
return Func crypto/shash.c:crypto_shash_update 5554611433
return Func crypto/skcipher.c:crypto_skcipher_show 580
return Func drivers/acpi/glue.c:acpi_bind_one 6359
return Func drivers/acpi/glue.c:acpi_get_bus_type 6359
return Func drivers/acpi/glue.c:acpi_platform_notify 6359
return Func drivers/acpi/glue.c:acpi_platform_notify_remove 1870
return Func drivers/acpi/proc.c:acpi_system_wakeup_device_open_fs 220
return Func drivers/acpi/proc.c:acpi_system_wakeup_device_seq_show 220
return Func drivers/ata/libata-core.c:__ata_qc_complete 663443
return Func drivers/ata/libata-core.c:ata_qc_complete 663443
return Func drivers/ata/libata-core.c:ata_qc_free 663443
return Func drivers/ata/libata-core.c:ata_qc_issue 663443
return Func drivers/ata/libata-core.c:ata_qc_new_init 663443
return Func drivers/ata/libata-core.c:ata_sg_init 663443
return Func drivers/ata/libata-core.c:atapi_check_dma 663443
return Func drivers/ata/libata-core.c:atapi_cmd_type 663443
return Func drivers/ata/libata-scsi.c:__ata_scsi_find_dev 663443
return Func drivers/ata/libata-scsi.c:ata_find_dev 663443
return Func drivers/ata/libata-scsi.c:ata_scsi_find_dev 663443
return Func drivers/ata/libata-scsi.c:ata_scsi_queuecmd 663443
return Func drivers/ata/libata-scsi.c:ata_scsi_translate 663443
return Func drivers/ata/libata-scsi.c:atapi_drain_needed 663443
return Func drivers/ata/libata-scsi.c:atapi_qc_complete 663443
return Func drivers/ata/libata-scsi.c:atapi_xlat 663443
return Func drivers/ata/libata-sff.c:__ata_sff_port_intr 1326886
return Func drivers/ata/libata-sff.c:ata_bmdma_interrupt 1326886
return Func drivers/ata/libata-sff.c:ata_bmdma_irq_clear 1326886
return Func drivers/ata/libata-sff.c:ata_bmdma_port_intr 1326886
return Func drivers/ata/libata-sff.c:ata_bmdma_qc_issue 663443
return Func drivers/ata/libata-sff.c:ata_bmdma_qc_prep 663443
return Func drivers/ata/libata-sff.c:ata_dev_select 663443
return Func drivers/ata/libata-sff.c:ata_hsm_qc_complete 663443
return Func drivers/ata/libata-sff.c:ata_sff_altstatus 1326886
return Func drivers/ata/libata-sff.c:ata_sff_check_status 3980658
return Func drivers/ata/libata-sff.c:ata_sff_data_xfer32 1326886
return Func drivers/ata/libata-sff.c:ata_sff_dev_select 663443
return Func drivers/ata/libata-sff.c:ata_sff_exec_command 663443
return Func drivers/ata/libata-sff.c:ata_sff_hsm_move 1990329
return Func drivers/ata/libata-sff.c:ata_sff_pio_task 663443
return Func drivers/ata/libata-sff.c:ata_sff_qc_issue 663443
return Func drivers/ata/libata-sff.c:ata_sff_queue_pio_task 663443
return Func drivers/ata/libata-sff.c:ata_sff_sync 2653772
return Func drivers/ata/libata-sff.c:ata_sff_tf_load 663443
return Func drivers/ata/libata-sff.c:ata_sff_tf_read 663443
return Func drivers/base/bus.c:bus_add_device 6359
return Func drivers/base/bus.c:bus_find_device 2640
return Func drivers/base/bus.c:bus_probe_device 6359
return Func drivers/base/bus.c:bus_remove_device 1870
return Func drivers/base/cacheinfo.c:level_show 1764
return Func drivers/base/cacheinfo.c:shared_cpu_map_show 1764
return Func drivers/base/cacheinfo.c:size_show 1764
return Func drivers/base/cacheinfo.c:type_show 1764
return Func drivers/base/class.c:class_dev_iter_exit 500
return Func drivers/base/class.c:class_dev_iter_init 500
return Func drivers/base/class.c:class_dev_iter_next 813014
return Func drivers/base/class.c:class_find_device 16758
return Func drivers/base/class.c:klist_class_dev_get 6359
return Func drivers/base/class.c:klist_class_dev_put 1870
return Func drivers/base/core.c:class_dir_child_ns_type 23172
return Func drivers/base/core.c:cleanup_glue_dir 1870
return Func drivers/base/core.c:dev_attr_show 583303
return Func drivers/base/core.c:dev_attr_store 6083
return Func drivers/base/core.c:dev_set_name 1913
return Func drivers/base/core.c:dev_uevent 538880
return Func drivers/base/core.c:dev_uevent_filter 540473
return Func drivers/base/core.c:dev_uevent_name 15820
return Func drivers/base/core.c:device_add 6359
return Func drivers/base/core.c:device_create 4446
return Func drivers/base/core.c:device_create_file 11005
return Func drivers/base/core.c:device_create_groups_vargs 4446
return Func drivers/base/core.c:device_del 1870
return Func drivers/base/core.c:device_get_devnode 541627
return Func drivers/base/core.c:device_initialize 6359
return Func drivers/base/core.c:device_namespace 3186
return Func drivers/base/core.c:device_private_init 6359
return Func drivers/base/core.c:device_release 1870
return Func drivers/base/core.c:device_remove_attrs 1870
return Func drivers/base/core.c:device_remove_class_symlinks 1870
return Func drivers/base/core.c:get_device 731562
return Func drivers/base/core.c:get_device_parent 6359
return Func drivers/base/core.c:klist_children_get 200
return Func drivers/base/core.c:klist_children_put 200
return Func drivers/base/core.c:put_device 731975
return Func drivers/base/core.c:uevent_show 523060
return Func drivers/base/core.c:uevent_store 6083
return Func drivers/base/cpu.c:print_cpus_kernel_max 461
return Func drivers/base/cpu.c:show_cpus_attr 49779
return Func drivers/base/dd.c:driver_deferred_probe_del 1870
return Func drivers/base/devres.c:devres_release_all 1870
return Func drivers/base/devres.c:release_nodes 1870
return Func drivers/base/devtmpfs.c:devtmpfs_create_node 4646
return Func drivers/base/devtmpfs.c:devtmpfs_delete_node 200
return Func drivers/base/devtmpfs.c:devtmpfsd 0
return Func drivers/base/devtmpfs.c:handle_create 4646
return Func drivers/base/devtmpfs.c:handle_remove 200
return Func drivers/base/map.c:kobj_lookup 66975
return Func drivers/base/map.c:kobj_map 200
return Func drivers/base/map.c:kobj_unmap 200
return Func drivers/base/power/main.c:device_pm_add 6359
return Func drivers/base/power/main.c:device_pm_check_callbacks 8229
return Func drivers/base/power/main.c:device_pm_remove 1870
return Func drivers/base/power/main.c:device_pm_sleep_init 6359
return Func drivers/base/power/main.c:pm_ops_is_empty 8469
return Func drivers/base/power/qos.c:__dev_pm_qos_hide_flags 1870
return Func drivers/base/power/qos.c:__dev_pm_qos_hide_latency_limit 1870
return Func drivers/base/power/qos.c:dev_pm_qos_constraints_destroy 1870
return Func drivers/base/power/runtime.c:__pm_runtime_barrier 1980
return Func drivers/base/power/runtime.c:__pm_runtime_disable 1870
return Func drivers/base/power/runtime.c:__pm_runtime_idle 3960
return Func drivers/base/power/runtime.c:__pm_runtime_resume 1980
return Func drivers/base/power/runtime.c:pm_runtime_barrier 1980
return Func drivers/base/power/runtime.c:pm_runtime_init 6359
return Func drivers/base/power/runtime.c:pm_runtime_reinit 1870
return Func drivers/base/power/runtime.c:pm_runtime_remove 1870
return Func drivers/base/power/runtime.c:pm_runtime_set_memalloc_noio 3143
return Func drivers/base/power/runtime.c:rpm_check_suspend_allowed 1980
return Func drivers/base/power/runtime.c:rpm_idle 1980
return Func drivers/base/power/runtime.c:rpm_resume 1980
return Func drivers/base/power/sysfs.c:dpm_sysfs_add 6359
return Func drivers/base/power/sysfs.c:dpm_sysfs_remove 1870
return Func drivers/base/power/sysfs.c:pm_qos_sysfs_remove_flags 1870
return Func drivers/base/power/sysfs.c:pm_qos_sysfs_remove_resume_latency 1870
return Func drivers/base/power/wakeup.c:__pm_relax 3249239
return Func drivers/base/power/wakeup.c:__pm_stay_awake 71
return Func drivers/base/power/wakeup.c:device_wakeup_disable 1870
return Func drivers/base/power/wakeup.c:pm_relax 120
return Func drivers/base/power/wakeup.c:pm_stay_awake 71
return Func drivers/base/power/wakeup.c:wakeup_source_deactivate 120
return Func drivers/base/power/wakeup.c:wakeup_source_report_event 71
return Func drivers/base/power/wakeup.c:wakeup_source_unregister 119942
return Func drivers/base/property.c:device_remove_properties 1870
return Func drivers/base/topology.c:core_id_show 441
return Func drivers/base/topology.c:core_siblings_show 882
return Func drivers/base/topology.c:physical_package_id_show 561
return Func drivers/base/topology.c:thread_siblings_show 441
return Func drivers/block/loop.c:__loop_update_dio 3058
return Func drivers/block/loop.c:find_free_cb 1549
return Func drivers/block/loop.c:lo_ioctl 17136
return Func drivers/block/loop.c:lo_open 53055
return Func drivers/block/loop.c:lo_release 53055
return Func drivers/block/loop.c:lo_write_bvec 9333024
return Func drivers/block/loop.c:loop_attr_do_show_autoclear 100
return Func drivers/block/loop.c:loop_clr_fd 1531
return Func drivers/block/loop.c:loop_control_ioctl 1529
return Func drivers/block/loop.c:loop_lookup 1529
return Func drivers/block/loop.c:loop_queue_rq 8286895
return Func drivers/block/loop.c:loop_queue_work 8286895
return Func drivers/block/loop.c:loop_release_xfer 3058
return Func drivers/block/loop.c:loop_set_status 1529
return Func drivers/block/loop.c:loop_set_status64 1529
return Func drivers/block/virtio_blk.c:__virtblk_add_req 22310751
return Func drivers/block/virtio_blk.c:virtblk_done 10583872
