# op	level	name	count
read Func kernel/sched/core.c:resched_curr 104631679
read Func kernel/sched/core.c:sched_change_group 35959155
read Func kernel/sched/core.c:sched_create_group 0
read Func kernel/sched/core.c:sched_destroy_group 0
read Func kernel/sched/core.c:sched_fork 34411425
read Func kernel/sched/core.c:sched_free_group 0
read Func kernel/sched/core.c:sched_free_group_rcu 0
read Func kernel/sched/core.c:sched_getaffinity 27034
read Func kernel/sched/core.c:sched_move_task 42618133
read Func kernel/sched/core.c:sched_offline_group 159896
read Func kernel/sched/core.c:sched_online_group 51368
read Func kernel/sched/core.c:sched_rr_handler 0
read Func kernel/sched/core.c:sched_rt_handler 0
read Func kernel/sched/core.c:sched_setaffinity 120
read Func kernel/sched/core.c:sched_setscheduler_nocheck 0
read Func kernel/sched/core.c:sched_show_task 1640
read Func kernel/sched/core.c:schedule 2213084758
read Func kernel/sched/core.c:schedule_preempt_disabled 0
read Func kernel/sched/core.c:schedule_tail 4438017
read Func kernel/sched/core.c:scheduler_tick 131894823
read Func kernel/sched/core.c:set_user_nice 185945
read Func kernel/sched/core.c:sys_sched_yield 1735545883
read Func kernel/sched/core.c:task_prio 2568679
read Func kernel/sched/core.c:task_rq_lock 13267859
read Func kernel/sched/core.c:task_sched_runtime 68486203
read Func kernel/sched/core.c:tg_cfs_schedulable_down 10824
read Func kernel/sched/core.c:tg_nop 0
read Func kernel/sched/core.c:tg_set_cfs_bandwidth 288
read Func kernel/sched/core.c:try_to_wake_up 603750045
read Func kernel/sched/core.c:ttwu_stat 0
read Func kernel/sched/core.c:update_rq_clock 3300419940
read Func kernel/sched/core.c:wake_q_add 21522434
read Func kernel/sched/core.c:wake_up_new_task 14473036
read Func kernel/sched/core.c:wake_up_process 0
read Func kernel/sched/core.c:wake_up_q 96072118
read Func kernel/sched/core.c:wake_up_state 0
read Func kernel/sched/core.c:walk_tg_tree_from 6504
read Func kernel/sched/cpuacct.c:cpuacct_account_field 685753226
read Func kernel/sched/cpuacct.c:cpuacct_charge 18176654789
read Func kernel/sched/cpuacct.c:cpuacct_css_alloc 35
read Func kernel/sched/cpuacct.c:cpuacct_css_free 56
read Func kernel/sched/cpuacct.c:cpuusage_read 190
read Func kernel/sched/cputime.c:account_idle_ticks 22505259
read Func kernel/sched/cputime.c:account_process_tick 275781714
read Func kernel/sched/cputime.c:account_system_time 177062041
read Func kernel/sched/cputime.c:account_user_time 52979762
read Func kernel/sched/cputime.c:cputime_adjust 35419204
read Func kernel/sched/cputime.c:task_cputime_adjusted 8742
read Func kernel/sched/cputime.c:thread_group_cputime 141676096
read Func kernel/sched/cputime.c:thread_group_cputime_adjusted 10836985
read Func kernel/sched/deadline.c:__dequeue_dl_entity 565
read Func kernel/sched/deadline.c:dequeue_task_dl 0
read Func kernel/sched/deadline.c:enqueue_task_dl 720
read Func kernel/sched/deadline.c:init_dl_task_timer 0
read Func kernel/sched/deadline.c:pick_next_task_dl 21698047
read Func kernel/sched/deadline.c:print_dl_stats 0
read Func kernel/sched/deadline.c:put_prev_task_dl 0
read Func kernel/sched/deadline.c:set_curr_task_dl 320
read Func kernel/sched/deadline.c:start_dl_timer 5
read Func kernel/sched/deadline.c:switched_to_dl 560
read Func kernel/sched/deadline.c:task_dead_dl 80
read Func kernel/sched/deadline.c:task_tick_dl 0
read Func kernel/sched/deadline.c:update_curr_dl 2223
read Func kernel/sched/debug.c:print_cfs_rq 123590
read Func kernel/sched/debug.c:print_cpu 476905
read Func kernel/sched/debug.c:print_dl_rq 700
read Func kernel/sched/debug.c:print_rt_rq 1200
read Func kernel/sched/debug.c:proc_sched_show_task 66920
read Func kernel/sched/debug.c:sched_debug_header 1740
read Func kernel/sched/debug.c:sched_debug_next 220
read Func kernel/sched/debug.c:sched_debug_open 0
read Func kernel/sched/debug.c:sched_debug_release 0
read Func kernel/sched/debug.c:sched_debug_show 0
read Func kernel/sched/debug.c:sched_debug_start 340
read Func kernel/sched/debug.c:sched_debug_stop 0
read Func kernel/sched/debug.c:task_group_path 63010
read Func kernel/sched/fair.c:__calc_delta 186784819
read Func kernel/sched/fair.c:__enqueue_entity 4505684098
read Func kernel/sched/fair.c:__pick_first_entity 211
read Func kernel/sched/fair.c:__pick_last_entity 0
read Func kernel/sched/fair.c:__refill_cfs_bandwidth_runtime 72
read Func kernel/sched/fair.c:alloc_fair_sched_group 388302
read Func kernel/sched/fair.c:attach_entity_cfs_rq 13883038
read Func kernel/sched/fair.c:attach_task_cfs_rq 6280886
read Func kernel/sched/fair.c:check_cfs_rq_runtime 0
read Func kernel/sched/fair.c:check_preempt_wakeup 943240287
read Func kernel/sched/fair.c:check_spread 0
read Func kernel/sched/fair.c:clear_buddies 28389782109
read Func kernel/sched/fair.c:dequeue_entity 961630911
read Func kernel/sched/fair.c:dequeue_task_fair 1450458314
read Func kernel/sched/fair.c:detach_task_cfs_rq 13263691
read Func kernel/sched/fair.c:enqueue_entity 1308457296
read Func kernel/sched/fair.c:enqueue_task_fair 1467468799
read Func kernel/sched/fair.c:free_fair_sched_group 276797
read Func kernel/sched/fair.c:hrtick_update 0
read Func kernel/sched/fair.c:init_cfs_bandwidth 0
read Func kernel/sched/fair.c:init_entity_runnable_average 0
read Func kernel/sched/fair.c:online_fair_sched_group 78512
read Func kernel/sched/fair.c:pick_next_entity 19251355297
read Func kernel/sched/fair.c:pick_next_task_fair 17286222637
read Func kernel/sched/fair.c:place_entity 251501142
read Func kernel/sched/fair.c:post_init_entity_util_avg 0
read Func kernel/sched/fair.c:print_cfs_stats 7440
read Func kernel/sched/fair.c:propagate_entity_cfs_rq 64867748
read Func kernel/sched/fair.c:put_prev_entity 5697952359
read Func kernel/sched/fair.c:put_prev_task_fair 70422666
read Func kernel/sched/fair.c:sched_group_set_shares 108
read Func kernel/sched/fair.c:sched_proc_update_handler 0
read Func kernel/sched/fair.c:sched_slice 566411105
read Func kernel/sched/fair.c:set_curr_task_fair 31587358
read Func kernel/sched/fair.c:set_next_buddy 790732747
read Func kernel/sched/fair.c:set_next_entity 7098848344
read Func kernel/sched/fair.c:switched_from_fair 0
read Func kernel/sched/fair.c:switched_to_fair 183
read Func kernel/sched/fair.c:task_change_group_fair 40437641
read Func kernel/sched/fair.c:task_fork_fair 18759643
read Func kernel/sched/fair.c:task_tick_fair 1342385603
read Func kernel/sched/fair.c:unregister_fair_sched_group 252467
read Func kernel/sched/fair.c:update_cfs_shares 3991822467
read Func kernel/sched/fair.c:update_curr 45363115053
read Func kernel/sched/fair.c:update_curr_fair 17113669
read Func kernel/sched/fair.c:update_min_vruntime 23131933799
read Func kernel/sched/fair.c:wakeup_preempt_entity 1148865576
read Func kernel/sched/fair.c:yield_task_fair 11264583054
read Func kernel/sched/idle.c:arch_cpu_idle_exit 0
read Func kernel/sched/idle.c:cpu_startup_entry 0
read Func kernel/sched/idle.c:default_idle_call 8484019
read Func kernel/sched/idle.c:do_idle 25631047
read Func kernel/sched/idle_task.c:pick_next_task_idle 28742186
read Func kernel/sched/idle_task.c:put_prev_task_idle 0
read Func kernel/sched/idle_task.c:task_tick_idle 0
read Func kernel/sched/loadavg.c:calc_global_load 73231554
read Func kernel/sched/loadavg.c:calc_global_load_tick 142636922
read Func kernel/sched/loadavg.c:calc_load_enter_idle 25775108
read Func kernel/sched/loadavg.c:calc_load_exit_idle 16588178
read Func kernel/sched/loadavg.c:calc_load_n 0
read Func kernel/sched/loadavg.c:get_avenrun 0
read Func kernel/sched/rt.c:alloc_rt_sched_group 0
read Func kernel/sched/rt.c:check_preempt_curr_rt 27093
read Func kernel/sched/rt.c:dequeue_rt_stack 3958545
read Func kernel/sched/rt.c:dequeue_task_rt 0
read Func kernel/sched/rt.c:dequeue_top_rt_rq 1138432
read Func kernel/sched/rt.c:enqueue_task_rt 859668
read Func kernel/sched/rt.c:enqueue_top_rt_rq 1512190
read Func kernel/sched/rt.c:free_rt_sched_group 0
read Func kernel/sched/rt.c:get_rr_interval_rt 57
read Func kernel/sched/rt.c:pick_next_task_rt 25774097
read Func kernel/sched/rt.c:print_rt_stats 0
read Func kernel/sched/rt.c:prio_changed_rt 8123
read Func kernel/sched/rt.c:put_prev_task_rt 0
read Func kernel/sched/rt.c:sched_rt_bandwidth_account 127
read Func kernel/sched/rt.c:sched_rt_period_timer 2367649
read Func kernel/sched/rt.c:set_curr_task_rt 5958
read Func kernel/sched/rt.c:switched_to_rt 688
read Func kernel/sched/rt.c:task_tick_rt 47934
read Func kernel/sched/rt.c:update_curr_rt 15101907
read Func kernel/sched/rt.c:yield_task_rt 2440128
read Func kernel/sched/stats.c:schedstat_next 440
read Func kernel/sched/stats.c:schedstat_open 0
read Func kernel/sched/stats.c:schedstat_start 240
read Func kernel/sched/stats.c:schedstat_stop 0
read Func kernel/sched/stats.c:show_schedstat 1980
read Func kernel/sched/stop_task.c:pick_next_task_stop 10881139
read Func kernel/sched/swait.c:__init_swait_queue_head 0
read Func kernel/sched/wait.c:__init_waitqueue_head 0
read Func kernel/sched/wait.c:__wait_on_bit 16528830
read Func kernel/sched/wait.c:__wait_on_bit_lock 34324
read Func kernel/sched/wait.c:__wake_up 0
read Func kernel/sched/wait.c:__wake_up_bit 329537942
read Func kernel/sched/wait.c:__wake_up_common 1948284262
read Func kernel/sched/wait.c:__wake_up_locked 0
read Func kernel/sched/wait.c:__wake_up_locked_key 0
read Func kernel/sched/wait.c:__wake_up_sync_key 0
read Func kernel/sched/wait.c:add_wait_queue 15120151
read Func kernel/sched/wait.c:autoremove_wake_function 18586494
read Func kernel/sched/wait.c:bit_wait 0
read Func kernel/sched/wait.c:bit_wait_io 0
read Func kernel/sched/wait.c:finish_wait 32679437
read Func kernel/sched/wait.c:init_wait_entry 0
read Func kernel/sched/wait.c:out_of_line_wait_on_bit 0
read Func kernel/sched/wait.c:out_of_line_wait_on_bit_lock 0
read Func kernel/sched/wait.c:prepare_to_wait 42325024
read Func kernel/sched/wait.c:prepare_to_wait_event 8760305
read Func kernel/sched/wait.c:prepare_to_wait_exclusive 418741
read Func kernel/sched/wait.c:remove_wait_queue 15107562
read Func kernel/sched/wait.c:wait_woken 22066
read Func kernel/sched/wait.c:wake_bit_function 18244769
read Func kernel/sched/wait.c:wake_up_bit 0
read Func kernel/sched/wait.c:woken_wake_function 8440
read Func kernel/seccomp.c:SyS_seccomp 0
read Func kernel/seccomp.c:__seccomp_filter 816179993
read Func kernel/seccomp.c:__secure_computing 77430273
read Func kernel/seccomp.c:do_seccomp 1242
read Func kernel/seccomp.c:get_seccomp_filter 3231083
read Func kernel/seccomp.c:prctl_get_seccomp 2
read Func kernel/seccomp.c:prctl_set_seccomp 0
read Func kernel/seccomp.c:put_seccomp_filter 3426869
read Func kernel/seccomp.c:seccomp_check_filter 4410
read Func kernel/signal.c:SYSC_kill 1018877
read Func kernel/signal.c:SYSC_rt_sigqueueinfo 0
read Func kernel/signal.c:SYSC_rt_sigtimedwait 0
read Func kernel/signal.c:SyS_kill 0
read Func kernel/signal.c:SyS_rt_sigaction 27134820
read Func kernel/signal.c:SyS_rt_sigpending 785
read Func kernel/signal.c:SyS_rt_sigprocmask 48075073
read Func kernel/signal.c:SyS_rt_sigqueueinfo 0
read Func kernel/signal.c:SyS_rt_sigsuspend 0
read Func kernel/signal.c:SyS_rt_sigtimedwait 0
read Func kernel/signal.c:SyS_sigaltstack 97572
read Func kernel/signal.c:SyS_tgkill 0
read Func kernel/signal.c:SyS_tkill 0
read Func kernel/signal.c:__dequeue_signal 100285170
read Func kernel/signal.c:__flush_itimer_signals 4290606
read Func kernel/signal.c:__group_send_sig_info 0
read Func kernel/signal.c:__kill_pgrp_info 27008
read Func kernel/signal.c:__lock_task_sighand 27809682
read Func kernel/signal.c:__send_signal 115626817
read Func kernel/signal.c:__set_current_blocked 63003443
read Func kernel/signal.c:__set_task_blocked 59869692
read Func kernel/signal.c:__sigqueue_alloc 45728450
read Func kernel/signal.c:__sigqueue_free 9269075
read Func kernel/signal.c:check_kill_permission 43075439
read Func kernel/signal.c:compat_SyS_rt_sigaction 0
read Func kernel/signal.c:complete_signal 60635012
read Func kernel/signal.c:copy_siginfo_to_user 153562
read Func kernel/signal.c:dequeue_signal 12281233
read Func kernel/signal.c:do_notify_parent 32226037
read Func kernel/signal.c:do_notify_parent_cldstop 53549
read Func kernel/signal.c:do_rt_sigqueueinfo 846277
read Func kernel/signal.c:do_send_sig_info 0
read Func kernel/signal.c:do_send_specific 7100
read Func kernel/signal.c:do_sigaction 69104622
read Func kernel/signal.c:do_sigaltstack 90559968
read Func kernel/signal.c:do_signal_stop 10392
read Func kernel/signal.c:do_sigtimedwait 12100
read Func kernel/signal.c:do_tkill 35121842
read Func kernel/signal.c:exit_signals 24622137
read Func kernel/signal.c:flush_itimer_signals 714562
read Func kernel/signal.c:flush_signal_handlers 45086037
read Func kernel/signal.c:flush_sigqueue 4591098
read Func kernel/signal.c:flush_sigqueue_mask 5600109
read Func kernel/signal.c:force_sig_info 8208112
read Func kernel/signal.c:force_sigsegv 0
read Func kernel/signal.c:get_signal 108933924
read Func kernel/signal.c:group_send_sig_info 0
read Func kernel/signal.c:kernel_sigaction 22062
read Func kernel/signal.c:kill_pgrp 0
read Func kernel/signal.c:kill_pid_info 0
read Func kernel/signal.c:next_signal 640540
read Func kernel/signal.c:prepare_signal 80865271
read Func kernel/signal.c:ptrace_stop 32020
read Func kernel/signal.c:recalc_sigpending 279372913
read Func kernel/signal.c:restore_altstack 14759807
read Func kernel/signal.c:retarget_shared_pending 950
read Func kernel/signal.c:send_sig 0
read Func kernel/signal.c:send_sig_info 0
read Func kernel/signal.c:send_signal 8185300
read Func kernel/signal.c:set_current_blocked 7346510
read Func kernel/signal.c:signal_setup_done 32586281
read Func kernel/signal.c:sigprocmask 24550394
read Func kernel/signal.c:sigqueue_alloc 478
read Func kernel/signal.c:sigqueue_free 1912
read Func kernel/signal.c:sigsuspend 23015
read Func kernel/signal.c:sys_pause 12826
read Func kernel/signal.c:task_clear_jobctl_pending 25383
read Func kernel/signal.c:task_clear_jobctl_trapping 2750
read Func kernel/signal.c:task_participate_group_stop 4524
read Func kernel/signal.c:task_set_jobctl_pending 2520
read Func kernel/signal.c:unhandled_signal 10420
read Func kernel/signal.c:zap_other_threads 3675
read Func kernel/smpboot.c:smpboot_thread_fn 186616101
read Func kernel/softirq.c:__do_softirq 441879155
read Func kernel/softirq.c:__local_bh_enable 0
read Func kernel/softirq.c:__local_bh_enable_ip 0
read Func kernel/softirq.c:__raise_softirq_irqoff 0
read Func kernel/softirq.c:_local_bh_enable 0
read Func kernel/softirq.c:do_softirq 388467
read Func kernel/softirq.c:irq_enter 81383620
read Func kernel/softirq.c:irq_exit 144163643
read Func kernel/softirq.c:ksoftirqd_should_run 0
read Func kernel/softirq.c:raise_softirq 23041509
read Func kernel/softirq.c:run_ksoftirqd 0
read Func kernel/sys.c:SYSC_sysinfo 317158
read Func kernel/sys.c:SyS_getpgid 32192
read Func kernel/sys.c:SyS_getpriority 1196878
read Func kernel/sys.c:SyS_getresgid 109182
read Func kernel/sys.c:SyS_getresuid 108992
read Func kernel/sys.c:SyS_getrlimit 3816703
read Func kernel/sys.c:SyS_getrusage 0
read Func kernel/sys.c:SyS_getsid 21302
read Func kernel/sys.c:SyS_newuname 2202106
read Func kernel/sys.c:SyS_prctl 6110463
read Func kernel/sys.c:SyS_setdomainname 1464
read Func kernel/sys.c:SyS_setfsgid 938
read Func kernel/sys.c:SyS_setfsuid 1299
read Func kernel/sys.c:SyS_setgid 652002
read Func kernel/sys.c:SyS_sethostname 3464
read Func kernel/sys.c:SyS_setpgid 646838
read Func kernel/sys.c:SyS_setpriority 1134699
read Func kernel/sys.c:SyS_setregid 20919
read Func kernel/sys.c:SyS_setresgid 470304
read Func kernel/sys.c:SyS_setresuid 848049
read Func kernel/sys.c:SyS_setreuid 37696
read Func kernel/sys.c:SyS_setrlimit 0
read Func kernel/sys.c:SyS_setuid 870034
read Func kernel/sys.c:SyS_sysinfo 0
read Func kernel/sys.c:SyS_times 30679803
read Func kernel/sys.c:SyS_umask 252838
read Func kernel/sys.c:do_prlimit 6986911
read Func kernel/sys.c:do_sys_times 27563256
read Func kernel/sys.c:do_sysinfo 1089131
read Func kernel/sys.c:getrusage 91713
read Func kernel/sys.c:k_getrusage 719009
read Func kernel/sys.c:override_release 180
read Func kernel/sys.c:set_one_prio 134157
read Func kernel/sys.c:set_user 455969
read Func kernel/sys.c:sys_getegid 19725314
read Func kernel/sys.c:sys_geteuid 20921708
read Func kernel/sys.c:sys_getgid 19445758
read Func kernel/sys.c:sys_getpgrp 269950
read Func kernel/sys.c:sys_getpid 30913137
read Func kernel/sys.c:sys_getppid 1410787
read Func kernel/sys.c:sys_gettid 0
read Func kernel/sys.c:sys_getuid 23568462
read Func kernel/sys.c:sys_setsid 389319
read Func kernel/sys_ni.c:sys_ni_syscall 0
read Func kernel/sysctl.c:__do_proc_dointvec 1599192
read Func kernel/sysctl.c:__do_proc_doulongvec_minmax 64366
read Func kernel/sysctl.c:do_proc_dointvec_conv 185658
read Func kernel/sysctl.c:do_proc_dointvec_jiffies_conv 12540
read Func kernel/sysctl.c:do_proc_dointvec_minmax_conv 79192
read Func kernel/sysctl.c:do_proc_dointvec_ms_jiffies_conv 5500
read Func kernel/sysctl.c:do_proc_dointvec_userhz_jiffies_conv 4620
read Func kernel/sysctl.c:do_proc_douintvec_conv 220
read Func kernel/sysctl.c:proc_do_cad_pid 240
read Func kernel/sysctl.c:proc_do_large_bitmap 3720
read Func kernel/sysctl.c:proc_dointvec 191435
read Func kernel/sysctl.c:proc_dointvec_jiffies 13680
read Func kernel/sysctl.c:proc_dointvec_minmax 218754
read Func kernel/sysctl.c:proc_dointvec_minmax_coredump 960
read Func kernel/sysctl.c:proc_dointvec_minmax_sysadmin 1440
read Func kernel/sysctl.c:proc_dointvec_ms_jiffies 6000
read Func kernel/sysctl.c:proc_dointvec_userhz_jiffies 5040
read Func kernel/sysctl.c:proc_dostring 1335172
read Func kernel/sysctl.c:proc_dostring_coredump 340
read Func kernel/sysctl.c:proc_douintvec 240
read Func kernel/sysctl.c:proc_doulongvec_minmax 6320
read Func kernel/sysctl.c:proc_get_long 10760
read Func kernel/sysctl.c:proc_put_long 2702195
read Func kernel/sysctl.c:proc_taint 240
read Func kernel/sysctl.c:sysrq_sysctl_handler 240
read Func kernel/sysctl_binary.c:SyS_sysctl 0
read Func kernel/sysctl_binary.c:bin_string 0
read Func kernel/sysctl_binary.c:do_sysctl 11472
read Func kernel/task_work.c:task_work_add 39416146
read Func kernel/task_work.c:task_work_run 162078337
read Func kernel/taskstats.c:taskstats_exit 14961480
read Func kernel/time/alarmtimer.c:alarm_clock_getres 36
read Func kernel/time/alarmtimer.c:alarmtimer_get_rtcdev 0
read Func kernel/time/clockevents.c:clockevents_program_event 900254875
read Func kernel/time/clockevents.c:clockevents_program_min_delta 38137098
read Func kernel/time/clocksource.c:clocksource_watchdog 9400625
read Func kernel/time/hrtimer.c:SyS_nanosleep 0
read Func kernel/time/hrtimer.c:__hrtimer_get_remaining 1011712
read Func kernel/time/hrtimer.c:__hrtimer_init 33409339
read Func kernel/time/hrtimer.c:__hrtimer_run_queues 1162981920
read Func kernel/time/hrtimer.c:__remove_hrtimer 218864538
read Func kernel/time/hrtimer.c:clock_was_set 0
read Func kernel/time/hrtimer.c:clock_was_set_delayed 1
read Func kernel/time/hrtimer.c:clock_was_set_work 0
read Func kernel/time/hrtimer.c:do_nanosleep 96569229
read Func kernel/time/hrtimer.c:enqueue_hrtimer 335790721
read Func kernel/time/hrtimer.c:hrtimer_active 2297323333
read Func kernel/time/hrtimer.c:hrtimer_cancel 0
read Func kernel/time/hrtimer.c:hrtimer_force_reprogram 159077861
read Func kernel/time/hrtimer.c:hrtimer_forward 223833903
read Func kernel/time/hrtimer.c:hrtimer_get_next_event 0
read Func kernel/time/hrtimer.c:hrtimer_init 0
read Func kernel/time/hrtimer.c:hrtimer_init_sleeper 0
read Func kernel/time/hrtimer.c:hrtimer_interrupt 759230407
read Func kernel/time/hrtimer.c:hrtimer_nanosleep 69771362
read Func kernel/time/hrtimer.c:hrtimer_run_queues 0
read Func kernel/time/hrtimer.c:hrtimer_start_range_ns 433383639
read Func kernel/time/hrtimer.c:hrtimer_try_to_cancel 50753884
read Func kernel/time/hrtimer.c:hrtimer_wakeup 11049186
read Func kernel/time/hrtimer.c:ktime_add_safe 0
read Func kernel/time/hrtimer.c:retrigger_next_event 0
read Func kernel/time/hrtimer.c:schedule_hrtimeout_range 0
read Func kernel/time/hrtimer.c:schedule_hrtimeout_range_clock 3342238
read Func kernel/time/hrtimer.c:update_rmtp 172933
read Func kernel/time/itimer.c:SyS_alarm 0
read Func kernel/time/itimer.c:SyS_getitimer 627
read Func kernel/time/itimer.c:SyS_setitimer 269
read Func kernel/time/itimer.c:do_getitimer 228
read Func kernel/time/itimer.c:do_setitimer 3396027
read Func kernel/time/itimer.c:get_cpu_itimer 342
read Func kernel/time/itimer.c:it_real_fn 2099
read Func kernel/time/itimer.c:itimer_get_remtime 0
read Func kernel/time/itimer.c:set_cpu_itimer 273
read Func kernel/time/ntp.c:__do_adjtimex 29997
read Func kernel/time/ntp.c:ntp_clear 0
read Func kernel/time/ntp.c:ntp_get_next_leap 0
read Func kernel/time/ntp.c:ntp_notify_cmos_timer 3699
read Func kernel/time/ntp.c:ntp_tick_length 0
read Func kernel/time/ntp.c:ntp_update_frequency 0
read Func kernel/time/ntp.c:ntp_validate_timex 7978
read Func kernel/time/ntp.c:second_overflow 0
read Func kernel/time/ntp.c:sync_cmos_clock 2064933
read Func kernel/time/ntp.c:update_persistent_clock64 1241762
read Func kernel/time/posix-cpu-timers.c:check_clock 0
read Func kernel/time/posix-cpu-timers.c:check_cpu_itimer 139169
read Func kernel/time/posix-cpu-timers.c:cleanup_timers 26801460
read Func kernel/time/posix-cpu-timers.c:cpu_clock_sample 0
read Func kernel/time/posix-cpu-timers.c:cpu_timer_sample_group 0
read Func kernel/time/posix-cpu-timers.c:posix_cpu_clock_get 0
read Func kernel/time/posix-cpu-timers.c:posix_cpu_clock_get_task 38
read Func kernel/time/posix-cpu-timers.c:posix_cpu_clock_getres 0
read Func kernel/time/posix-cpu-timers.c:posix_cpu_timer_create 171
read Func kernel/time/posix-cpu-timers.c:posix_cpu_timer_del 456
read Func kernel/time/posix-cpu-timers.c:posix_cpu_timers_exit 0
read Func kernel/time/posix-cpu-timers.c:posix_cpu_timers_exit_group 1364801
read Func kernel/time/posix-cpu-timers.c:process_cpu_clock_get 0
read Func kernel/time/posix-cpu-timers.c:process_cpu_clock_getres 0
read Func kernel/time/posix-cpu-timers.c:process_cpu_timer_create 0
read Func kernel/time/posix-cpu-timers.c:run_posix_cpu_timers 304232168
read Func kernel/time/posix-cpu-timers.c:sample_to_timespec 0
read Func kernel/time/posix-cpu-timers.c:set_process_cpu_timer 195
read Func kernel/time/posix-cpu-timers.c:thread_cpu_clock_get 0
read Func kernel/time/posix-cpu-timers.c:thread_cpu_clock_getres 0
read Func kernel/time/posix-cpu-timers.c:thread_cpu_timer_create 0
read Func kernel/time/posix-cpu-timers.c:thread_group_cputimer 93687
read Func kernel/time/posix-timers.c:SYSC_clock_adjtime 12972
read Func kernel/time/posix-timers.c:SyS_clock_adjtime 0
read Func kernel/time/posix-timers.c:SyS_clock_getres 2346
read Func kernel/time/posix-timers.c:SyS_clock_gettime 28100632
read Func kernel/time/posix-timers.c:SyS_clock_nanosleep 82731
read Func kernel/time/posix-timers.c:SyS_clock_settime 554
read Func kernel/time/posix-timers.c:SyS_timer_create 8072
read Func kernel/time/posix-timers.c:SyS_timer_delete 210
read Func kernel/time/posix-timers.c:SyS_timer_getoverrun 20
read Func kernel/time/posix-timers.c:SyS_timer_gettime 240
read Func kernel/time/posix-timers.c:SyS_timer_settime 563
read Func kernel/time/posix-timers.c:__lock_timer 1316
read Func kernel/time/posix-timers.c:common_nsleep 0
read Func kernel/time/posix-timers.c:common_timer_create 291
read Func kernel/time/posix-timers.c:common_timer_del 0
read Func kernel/time/posix-timers.c:common_timer_get 308
read Func kernel/time/posix-timers.c:common_timer_set 834
read Func kernel/time/posix-timers.c:exit_itimers 2084499
read Func kernel/time/posix-timers.c:k_itimer_rcu_free 0
read Func kernel/time/posix-timers.c:posix_clock_realtime_adj 0
read Func kernel/time/posix-timers.c:posix_clock_realtime_get 0
read Func kernel/time/posix-timers.c:posix_clock_realtime_set 268
read Func kernel/time/posix-timers.c:posix_get_boottime 0
read Func kernel/time/posix-timers.c:posix_get_coarse_res 0
read Func kernel/time/posix-timers.c:posix_get_hrtimer_res 384
read Func kernel/time/posix-timers.c:posix_get_monotonic_raw 0
read Func kernel/time/posix-timers.c:posix_ktime_get_ts 0
read Func kernel/time/posix-timers.c:release_posix_timer 1924
read Func kernel/time/tick-broadcast.c:tick_check_broadcast_expired 0
read Func kernel/time/tick-broadcast.c:tick_check_oneshot_broadcast_this_cpu 0
read Func kernel/time/tick-broadcast.c:tick_get_broadcast_device 0
read Func kernel/time/tick-broadcast.c:tick_get_broadcast_mask 0
read Func kernel/time/tick-broadcast.c:tick_get_broadcast_oneshot_mask 0
read Func kernel/time/tick-common.c:tick_get_device 0
read Func kernel/time/tick-oneshot.c:tick_program_event 133438340
read Func kernel/time/tick-sched.c:__tick_nohz_idle_enter 53854017
read Func kernel/time/tick-sched.c:get_cpu_idle_time_us 0
read Func kernel/time/tick-sched.c:get_cpu_iowait_time_us 0
read Func kernel/time/tick-sched.c:tick_do_update_jiffies64 292639656
read Func kernel/time/tick-sched.c:tick_get_tick_sched 0
read Func kernel/time/tick-sched.c:tick_irq_enter 8565582
read Func kernel/time/tick-sched.c:tick_nohz_idle_enter 0
read Func kernel/time/tick-sched.c:tick_nohz_idle_exit 16588178
read Func kernel/time/tick-sched.c:tick_nohz_irq_exit 0
read Func kernel/time/tick-sched.c:tick_nohz_restart 8294089
read Func kernel/time/tick-sched.c:tick_nohz_tick_stopped 0
read Func kernel/time/tick-sched.c:tick_sched_handle 65615219
read Func kernel/time/tick-sched.c:tick_sched_timer 353254676
read Func kernel/time/tick-sched.c:update_ts_time_stats 0
read Func kernel/time/time.c:SYSC_adjtimex 5115
read Func kernel/time/time.c:SyS_adjtimex 0
read Func kernel/time/time.c:SyS_gettimeofday 842280924
read Func kernel/time/time.c:SyS_settimeofday 0
read Func kernel/time/time.c:__msecs_to_jiffies 0
read Func kernel/time/time.c:__usecs_to_jiffies 0
read Func kernel/time/time.c:do_sys_settimeofday64 580
read Func kernel/time/time.c:jiffies_64_to_clock_t 0
read Func kernel/time/time.c:jiffies_to_clock_t 0
read Func kernel/time/time.c:jiffies_to_msecs 0
read Func kernel/time/time.c:jiffies_to_timespec64 0
read Func kernel/time/time.c:jiffies_to_timeval 0
read Func kernel/time/time.c:jiffies_to_usecs 0
read Func kernel/time/time.c:mktime64 0
read Func kernel/time/time.c:ns_to_timespec 0
read Func kernel/time/time.c:ns_to_timeval 0
read Func kernel/time/time.c:nsec_to_clock_t 0
read Func kernel/time/time.c:nsecs_to_jiffies 0
read Func kernel/time/time.c:nsecs_to_jiffies64 0
read Func kernel/time/time.c:set_normalized_timespec 0
read Func kernel/time/time.c:timespec64_add_safe 7504220
read Func kernel/time/time.c:timespec64_to_jiffies 2286600
read Func kernel/time/time.c:timespec_trunc 676693573
read Func kernel/time/time.c:timeval_to_jiffies 156
read Func kernel/time/timekeeping.c:__getnstimeofday64 281948495
read Func kernel/time/timekeeping.c:__ktime_get_real_seconds 0
read Func kernel/time/timekeeping.c:current_kernel_time64 0
read Func kernel/time/timekeeping.c:do_adjtimex 3775
read Func kernel/time/timekeeping.c:do_gettimeofday 0
